sample_index,timestamp_ms,ax_raw,ay_raw,az_raw
113864,1138653,988,16272,-4534
113865,1138663,1028,16254,-4552
113866,1138673,930,16282,-4498
113867,1138683,936,16328,-4456
113868,1138693,1096,16354,-4564
113869,1138703,1052,16344,-4514
113870,1138713,956,16370,-4528
113871,1138723,1056,16384,-4546
113872,1138733,968,16326,-4514
113873,1138743,996,16358,-4536
113874,1138753,1046,16286,-4484
113875,1138763,948,16256,-4448
113876,1138773,972,16326,-4428
113877,1138783,1026,16360,-4540
113878,1138793,1006,16386,-4498
113879,1138803,984,16358,-4540
113880,1138813,970,16360,-4528
113881,1138823,950,16250,-4530
113882,1138833,974,16220,-4558
113883,1138843,1012,16290,-4410
113884,1138853,1012,16322,-4452
113885,1138863,934,16334,-4634
113886,1138873,966,16368,-4562
113887,1138883,1072,16368,-4576
113888,1138893,970,16312,-4596
113889,1138903,1018,16320,-4512
113890,1138913,974,16278,-4548
113891,1138923,950,16280,-4334
113892,1138933,1012,16328,-4504
113893,1138943,968,16362,-4508
113894,1138953,950,16392,-4574
113895,1138963,988,16368,-4518
113896,1138973,1044,16330,-4594
113897,1138983,960,16306,-4600
113898,1138993,1032,16336,-4450
113899,1139003,936,16318,-4434
113900,1139013,960,16306,-4512
113901,1139023,968,16324,-4536
113902,1139033,1018,16354,-4486
113903,1139043,952,16310,-4520
113904,1139053,1028,16326,-4484
113905,1139063,978,16342,-4498
113906,1139073,998,16296,-4550
113907,1139083,988,16284,-4452
113908,1139093,968,16290,-4520
113909,1139103,1016,16320,-4420
113910,1139113,934,16330,-4494
113911,1139123,982,16326,-4500
113912,1139133,986,16398,-4528
113913,1139143,1014,16384,-4460
113914,1139153,994,16360,-4528
113915,1139163,950,16288,-4464
113916,1139173,990,16308,-4536
113917,1139183,1038,16310,-4424
113918,1139193,946,16256,-4512
113919,1139203,1018,16350,-4440
113920,1139213,982,16408,-4510
113921,1139223,1028,16362,-4526
113922,1139233,986,16366,-4576
113923,1139243,988,16304,-4594
113924,1139253,1032,16286,-4578
113925,1139263,1036,16262,-4580
113926,1139273,984,16310,-4486
113927,1139283,960,16324,-4466
113928,1139293,998,16400,-4638
113929,1139303,1030,16320,-4508
113930,1139313,1020,16312,-4458
113931,1139323,874,16258,-4432
113932,1139333,1020,16308,-4520
113933,1139343,998,16318,-4380
113934,1139353,1010,16366,-4444
113935,1139363,1034,16358,-4540
113936,1139373,998,16334,-4620
113937,1139383,1038,16324,-4502
113938,1139393,904,16294,-4468
113939,1139403,972,16282,-4506
113940,1139413,966,16284,-4446
113941,1139423,918,16286,-4536
113942,1139433,946,16348,-4504
113943,1139443,1020,16358,-4438
113944,1139453,998,16322,-4536
113945,1139463,1006,16330,-4566
113946,1139473,1004,16322,-4510
113947,1139483,996,16294,-4528
113948,1139493,998,16276,-4512
113949,1139503,1014,16310,-4458
113950,1139513,1012,16350,-4588
113951,1139523,1016,16368,-4536
113952,1139533,970,16352,-4566
113953,1139543,994,16326,-4540
113954,1139553,1042,16326,-4452
113955,1139563,1046,16308,-4558
113956,1139573,966,16254,-4428
113957,1139583,976,16310,-4590
113958,1139593,976,16296,-4390
113959,1139603,986,16368,-4548
113960,1139613,968,16350,-4612
113961,1139623,930,16364,-4434
